"id","field_name","account_prefix","sign","balance_type","cumulative"
"map_0070_5303","activo_inversiones_empresas_grupo_cp","5303","1","debit-credit","1"
"map_0070_5304","activo_inversiones_empresas_grupo_cp","5304","1","debit-credit","1"
"map_0070_5305","activo_inversiones_empresas_grupo_cp","5305","1","debit-credit","1"
"map_0070_5313","activo_inversiones_empresas_grupo_cp","5313","1","debit-credit","1"
"map_0070_5314","activo_inversiones_empresas_grupo_cp","5314","1","debit-credit","1"
"map_0070_5315","activo_inversiones_empresas_grupo_cp","5315","1","debit-credit","1"
"map_0070_5323","activo_inversiones_empresas_grupo_cp","5323","1","debit-credit","1"
"map_0070_5324","activo_inversiones_empresas_grupo_cp","5324","1","debit-credit","1"
"map_0070_5325","activo_inversiones_empresas_grupo_cp","5325","1","debit-credit","1"
"map_0070_5333","activo_inversiones_empresas_grupo_cp","5333","1","debit-credit","1"
"map_0070_5334","activo_inversiones_empresas_grupo_cp","5334","1","debit-credit","1"
"map_0070_5335","activo_inversiones_empresas_grupo_cp","5335","1","debit-credit","1"
"map_0070_5343","activo_inversiones_empresas_grupo_cp","5343","1","debit-credit","1"
"map_0070_5344","activo_inversiones_empresas_grupo_cp","5344","1","debit-credit","1"
"map_0070_5345","activo_inversiones_empresas_grupo_cp","5345","1","debit-credit","1"
"map_0070_5393","activo_inversiones_empresas_grupo_cp","5393","1","debit-credit","1"
"map_0070_5394","activo_inversiones_empresas_grupo_cp","5394","1","debit-credit","1"
"map_0070_5395","activo_inversiones_empresas_grupo_cp","5395","1","debit-credit","1"
"map_0070_5403","activo_inversiones_empresas_grupo_cp","5403","1","debit-credit","1"
"map_0070_5404","activo_inversiones_empresas_grupo_cp","5404","1","debit-credit","1"
"map_0070_5405","activo_inversiones_empresas_grupo_cp","5405","1","debit-credit","1"
"map_0075_540","activo_inversiones_financieras_cp","540","1","debit-credit","1"
"map_0075_541","activo_inversiones_financieras_cp","541","1","debit-credit","1"
"map_0075_542","activo_inversiones_financieras_cp","542","1","debit-credit","1"
"map_0075_543","activo_inversiones_financieras_cp","543","1","debit-credit","1"
"map_0075_545","activo_inversiones_financieras_cp","545","1","debit-credit","1"
"map_0075_546","activo_inversiones_financieras_cp","546","1","debit-credit","1"
"map_0075_547","activo_inversiones_financieras_cp","547","1","debit-credit","1"
"map_0075_548","activo_inversiones_financieras_cp","548","1","debit-credit","1"
"map_0075_549","activo_inversiones_financieras_cp","549","1","debit-credit","1"
"map_0075_551","activo_inversiones_financieras_cp","551","1","debit-credit","1"
"map_0075_5590","activo_inversiones_financieras_cp","5590","1","debit-credit","1"
"map_0075_5593","activo_inversiones_financieras_cp","5593","1","debit-credit","1"
"map_0075_565","activo_inversiones_financieras_cp","565","1","debit-credit","1"
"map_0075_566","activo_inversiones_financieras_cp","566","1","debit-credit","1"
"map_0075_597","activo_inversiones_financieras_cp","597","-1","debit-credit","1"
"map_0075_598","activo_inversiones_financieras_cp","598","-1","debit-credit","1"
"map_0080_480","activo_periodificaciones_cp","480","1","debit-credit","1"
"map_0085_57","activo_efectivo","57","1","debit-credit","1"
"map_0100_100","pn_capital","100","1","credit-debit","1"
"map_0100_101","pn_capital","101","1","credit-debit","1"
"map_0100_102","pn_capital","102","1","credit-debit","1"
"map_0100_103","pn_capital","103","-1","credit-debit","1"
"map_0105_110","pn_prima_emision","110","1","credit-debit","1"
"map_0110_112","pn_reservas","112","1","credit-debit","1"
"map_0110_113","pn_reservas","113","1","credit-debit","1"
"map_0110_114","pn_reservas","114","1","credit-debit","1"
"map_0110_115","pn_reservas","115","1","credit-debit","1"
"map_0110_119","pn_reservas","119","1","credit-debit","1"
"map_0115_108","pn_acciones_propias","108","-1","credit-debit","1"
"map_0115_109","pn_acciones_propias","109","-1","credit-debit","1"
"map_0120_120","pn_resultados_ejercicios_anteriores","120","1","credit-debit","1"
"map_0120_121","pn_resultados_ejercicios_anteriores","121","-1","credit-debit","1"
"map_0125_118","pn_otras_aportaciones_socios","118","1","credit-debit","1"
"map_0130_129","pn_resultado_ejercicio","129","1","credit-debit","1"
"map_0135_557","pn_dividendo_cuenta","557","-1","credit-debit","1"
"map_0140_133","pn_ajustes_cambio_valor","133","1","credit-debit","1"
"map_0140_134","pn_ajustes_cambio_valor","134","1","credit-debit","1"
"map_0140_135","pn_ajustes_cambio_valor","135","1","credit-debit","1"
"map_0140_136","pn_ajustes_cambio_valor","136","1","credit-debit","1"
"map_0140_137","pn_ajustes_cambio_valor","137","1","credit-debit","1"
"map_0145_130","pn_subvenciones","130","1","credit-debit","1"
"map_0145_131","pn_subvenciones","131","1","credit-debit","1"
"map_0145_132","pn_subvenciones","132","1","credit-debit","1"
"map_0160_14","pasivo_provisiones_lp","14","1","credit-debit","1"
"map_0165_170","pasivo_deudas_lp","170","1","credit-debit","1"
"map_0165_171","pasivo_deudas_lp","171","1","credit-debit","1"
"map_0165_172","pasivo_deudas_lp","172","1","credit-debit","1"
"map_0165_173","pasivo_deudas_lp","173","1","credit-debit","1"
"map_0165_174","pasivo_deudas_lp","174","1","credit-debit","1"
"map_0165_175","pasivo_deudas_lp","175","1","credit-debit","1"
"map_0165_176","pasivo_deudas_lp","176","1","credit-debit","1"
"map_0165_177","pasivo_deudas_lp","177","1","credit-debit","1"
"map_0165_179","pasivo_deudas_lp","179","1","credit-debit","1"
"map_0165_180","pasivo_deudas_lp","180","1","credit-debit","1"
"map_0165_185","pasivo_deudas_lp","185","1","credit-debit","1"
"map_0170_160","pasivo_deudas_empresas_grupo_lp","160","1","credit-debit","1"
"map_0170_161","pasivo_deudas_empresas_grupo_lp","161","1","credit-debit","1"
"map_0170_162","pasivo_deudas_empresas_grupo_lp","162","1","credit-debit","1"
"map_0170_163","pasivo_deudas_empresas_grupo_lp","163","1","credit-debit","1"
"map_0170_164","pasivo_deudas_empresas_grupo_lp","164","1","credit-debit","1"
"map_0170_165","pasivo_deudas_empresas_grupo_lp","165","1","credit-debit","1"
"map_0175_479","pasivo_pasivos_impuesto_diferido","479","1","credit-debit","1"
"map_0180_181","pasivo_periodificaciones_lp","181","1","credit-debit","1"
"map_0190_150","pasivo_deuda_carac_especiales_lp","150","1","credit-debit","1"
"map_0190_153","pasivo_deuda_carac_especiales_lp","153","1","credit-debit","1"
"map_0190_154","pasivo_deuda_carac_especiales_lp","154","1","credit-debit","1"
"map_0200_499","pasivo_provisiones_cp","499","1","credit-debit","1"
"map_0200_529","pasivo_provisiones_cp","529","1","credit-debit","1"
"map_0205_500","pasivo_deudas_cp","500","1","credit-debit","1"
"map_0205_501","pasivo_deudas_cp","501","1","credit-debit","1"
"map_0205_505","pasivo_deudas_cp","505","1","credit-debit","1"
"map_0205_506","pasivo_deudas_cp","506","1","credit-debit","1"
"map_0205_509","pasivo_deudas_cp","509","1","credit-debit","1"
"map_0205_510","pasivo_deudas_cp","510","1","credit-debit","1"
"map_0205_511","pasivo_deudas_cp","511","1","credit-debit","1"
"map_0205_512","pasivo_deudas_cp","512","1","credit-debit","1"
"map_0205_513","pasivo_deudas_cp","513","1","credit-debit","1"
"map_0205_514","pasivo_deudas_cp","514","1","credit-debit","1"
"map_0205_520","pasivo_deudas_cp","520","1","credit-debit","1"
"map_0205_521","pasivo_deudas_cp","521","1","credit-debit","1"
"map_0205_522","pasivo_deudas_cp","522","1","credit-debit","1"
"map_0205_523","pasivo_deudas_cp","523","1","credit-debit","1"
"map_0205_524","pasivo_deudas_cp","524","1","credit-debit","1"
"map_0205_525","pasivo_deudas_cp","525","1","credit-debit","1"
"map_0205_526","pasivo_deudas_cp","526","1","credit-debit","1"
"map_0205_527","pasivo_deudas_cp","527","1","credit-debit","1"
"map_0205_528","pasivo_deudas_cp","528","1","credit-debit","1"
"map_0205_5525","pasivo_deudas_cp","5525","1","credit-debit","1"
"map_0210_5103","pasivo_deudas_empresas_grupo_cp","5103","1","credit-debit","1"
"map_0210_5104","pasivo_deudas_empresas_grupo_cp","5104","1","credit-debit","1"
"map_0210_5105","pasivo_deudas_empresas_grupo_cp","5105","1","credit-debit","1"
"map_0210_5113","pasivo_deudas_empresas_grupo_cp","5113","1","credit-debit","1"
"map_0210_5114","pasivo_deudas_empresas_grupo_cp","5114","1","credit-debit","1"
"map_0210_5115","pasivo_deudas_empresas_grupo_cp","5115","1","credit-debit","1"
"map_0210_5123","pasivo_deudas_empresas_grupo_cp","5123","1","credit-debit","1"
"map_0210_5124","pasivo_deudas_empresas_grupo_cp","5124","1","credit-debit","1"
"map_0210_5125","pasivo_deudas_empresas_grupo_cp","5125","1","credit-debit","1"
"map_0210_5133","pasivo_deudas_empresas_grupo_cp","5133","1","credit-debit","1"
"map_0210_5134","pasivo_deudas_empresas_grupo_cp","5134","1","credit-debit","1"
"map_0210_5135","pasivo_deudas_empresas_grupo_cp","5135","1","credit-debit","1"
"map_0210_5143","pasivo_deudas_empresas_grupo_cp","5143","1","credit-debit","1"
"map_0210_5523","pasivo_deudas_empresas_grupo_cp","5523","1","credit-debit","1"
"map_0210_5524","pasivo_deudas_empresas_grupo_cp","5524","1","credit-debit","1"
"map_0215_400","pasivo_acreedores_comerciales","400","1","credit-debit","1"
"map_0215_401","pasivo_acreedores_comerciales","401","1","credit-debit","1"
"map_0215_403","pasivo_acreedores_comerciales","403","1","credit-debit","1"
"map_0215_404","pasivo_acreedores_comerciales","404","1","credit-debit","1"
"map_0215_405","pasivo_acreedores_comerciales","405","1","credit-debit","1"
"map_0215_406","pasivo_acreedores_comerciales","406","1","credit-debit","1"
"map_0215_407","pasivo_acreedores_comerciales","407","-1","credit-debit","1"
"map_0215_410","pasivo_acreedores_comerciales","410","1","credit-debit","1"
"map_0215_411","pasivo_acreedores_comerciales","411","1","credit-debit","1"
"map_0215_419","pasivo_acreedores_comerciales","419","1","credit-debit","1"
"map_0215_465","pasivo_acreedores_comerciales","465","1","credit-debit","1"
"map_0215_466","pasivo_acreedores_comerciales","466","1","credit-debit","1"
"map_0215_475","pasivo_acreedores_comerciales","475","1","credit-debit","1"
"map_0215_476","pasivo_acreedores_comerciales","476","1","credit-debit","1"
"map_0215_477","pasivo_acreedores_comerciales","477","1","credit-debit","1"
"map_0220_485","pasivo_periodificaciones_cp","485","1","credit-debit","1"
"map_0225_502","pasivo_deuda_carac_especiales_cp","502","1","credit-debit","1"
"map_0225_507","pasivo_deuda_carac_especiales_cp","507","1","credit-debit","1"
"map_0255_700","pyg_importe_neto_cifra_negocios","700","1","credit-debit","0"
"map_0255_701","pyg_importe_neto_cifra_negocios","701","1","credit-debit","0"
"map_0255_702","pyg_importe_neto_cifra_negocios","702","1","credit-debit","0"
"map_0255_703","pyg_importe_neto_cifra_negocios","703","1","credit-debit","0"
"map_0255_704","pyg_importe_neto_cifra_negocios","704","1","credit-debit","0"
"map_0255_705","pyg_importe_neto_cifra_negocios","705","1","credit-debit","0"
"map_0255_706","pyg_importe_neto_cifra_negocios","706","1","credit-debit","0"
"map_0255_708","pyg_importe_neto_cifra_negocios","708","1","credit-debit","0"
"map_0255_709","pyg_importe_neto_cifra_negocios","709","1","credit-debit","0"
"map_0260_71","pyg_variacion_existencias","71","1","credit-debit","0"
"map_0265_73","pyg_trabajos_activo","73","1","credit-debit","0"
"map_0270_600","pyg_aprovisionamientos","600","-1","debit-credit","0"
"map_0270_601","pyg_aprovisionamientos","601","-1","debit-credit","0"
"map_0270_602","pyg_aprovisionamientos","602","-1","debit-credit","0"
"map_0270_606","pyg_aprovisionamientos","606","-1","debit-credit","0"
"map_0270_607","pyg_aprovisionamientos","607","-1","debit-credit","0"
"map_0270_608","pyg_aprovisionamientos","608","-1","debit-credit","0"
"map_0270_609","pyg_aprovisionamientos","609","-1","debit-credit","0"
"map_0270_61","pyg_aprovisionamientos","61","-1","debit-credit","0"
"map_0275_740","pyg_otros_ingresos_explotacion","740","1","credit-debit","0"
"map_0275_741","pyg_otros_ingresos_explotacion","741","1","credit-debit","0"
"map_0275_742","pyg_otros_ingresos_explotacion","742","1","credit-debit","0"
"map_0275_747","pyg_otros_ingresos_explotacion","747","1","credit-debit","0"
"map_0275_75","pyg_otros_ingresos_explotacion","75","1","credit-debit","0"
"map_0280_640","pyg_gastos_personal","640","-1","debit-credit","0"
"map_0280_641","pyg_gastos_personal","641","-1","debit-credit","0"
"map_0280_642","pyg_gastos_personal","642","-1","debit-credit","0"
"map_0280_643","pyg_gastos_personal","643","-1","debit-credit","0"
"map_0280_644","pyg_gastos_personal","644","-1","debit-credit","0"
"map_0280_649","pyg_gastos_personal","649","-1","debit-credit","0"
"map_0285_62","pyg_otros_gastos_explotacion","62","-1","debit-credit","0"
"map_0285_631","pyg_otros_gastos_explotacion","631","-1","debit-credit","0"
"map_0285_634","pyg_otros_gastos_explotacion","634","-1","debit-credit","0"
"map_0285_636","pyg_otros_gastos_explotacion","636","-1","debit-credit","0"
"map_0285_639","pyg_otros_gastos_explotacion","639","-1","debit-credit","0"
"map_0285_65","pyg_otros_gastos_explotacion","65","-1","debit-credit","0"
"map_0285_694","pyg_otros_gastos_explotacion","694","-1","debit-credit","0"
"map_0285_695","pyg_otros_gastos_explotacion","695","-1","debit-credit","0"
"map_0285_794","pyg_otros_gastos_explotacion","794","1","credit-debit","0"
"map_0285_7954","pyg_otros_gastos_explotacion","7954","1","credit-debit","0"
"map_0290_68","pyg_amortizacion_inmovilizado","68","-1","debit-credit","0"
"map_0295_746","pyg_imputacion_subvenciones","746","1","credit-debit","0"
"map_0300_7950","pyg_excesos_provisiones","7950","1","credit-debit","0"
"map_0300_7951","pyg_excesos_provisiones","7951","1","credit-debit","0"
"map_0300_7952","pyg_excesos_provisiones","7952","1","credit-debit","0"
"map_0300_7955","pyg_excesos_provisiones","7955","1","credit-debit","0"
"map_0300_7956","pyg_excesos_provisiones","7956","1","credit-debit","0"
"map_0305_670","pyg_deterioro_enajenacion_inmovilizado","670","-1","debit-credit","0"
"map_0305_671","pyg_deterioro_enajenacion_inmovilizado","671","-1","debit-credit","0"
"map_0305_672","pyg_deterioro_enajenacion_inmovilizado","672","-1","debit-credit","0"
"map_0305_690","pyg_deterioro_enajenacion_inmovilizado","690","-1","debit-credit","0"
"map_0305_691","pyg_deterioro_enajenacion_inmovilizado","691","-1","debit-credit","0"
"map_0305_692","pyg_deterioro_enajenacion_inmovilizado","692","-1","debit-credit","0"
"map_0305_770","pyg_deterioro_enajenacion_inmovilizado","770","1","credit-debit","0"
"map_0305_771","pyg_deterioro_enajenacion_inmovilizado","771","1","credit-debit","0"
"map_0305_772","pyg_deterioro_enajenacion_inmovilizado","772","1","credit-debit","0"
"map_0305_790","pyg_deterioro_enajenacion_inmovilizado","790","1","credit-debit","0"
"map_0305_791","pyg_deterioro_enajenacion_inmovilizado","791","1","credit-debit","0"
"map_0305_792","pyg_deterioro_enajenacion_inmovilizado","792","1","credit-debit","0"
"map_0315_678","pyg_otros_resultados","678","-1","debit-credit","0"
"map_0315_778","pyg_otros_resultados","778","1","credit-debit","0"
"map_0325_760","pyg_ingresos_financieros","760","1","credit-debit","0"
"map_0325_761","pyg_ingresos_financieros","761","1","credit-debit","0"
"map_0325_762","pyg_ingresos_financieros","762","1","credit-debit","0"
"map_0325_769","pyg_ingresos_financieros","769","1","credit-debit","0"
"map_0330_660","pyg_gastos_financieros","660","-1","debit-credit","0"
"map_0330_661","pyg_gastos_financieros","661","-1","debit-credit","0"
"map_0330_662","pyg_gastos_financieros","662","-1","debit-credit","0"
"map_0330_664","pyg_gastos_financieros","664","-1","debit-credit","0"
"map_0330_665","pyg_gastos_financieros","665","-1","debit-credit","0"
"map_0330_669","pyg_gastos_financieros","669","-1","debit-credit","0"
"map_0335_663","pyg_variacion_valor_razonable","663","-1","debit-credit","0"
"map_0335_763","pyg_variacion_valor_razonable","763","1","credit-debit","0"
"map_0340_668","pyg_diferencias_cambio","668","-1","debit-credit","0"
"map_0340_768","pyg_diferencias_cambio","768","1","credit-debit","0"
"map_0345_666","pyg_deterioro_enajenacion_if","666","-1","debit-credit","0"
"map_0345_667","pyg_deterioro_enajenacion_if","667","-1","debit-credit","0"
"map_0345_696","pyg_deterioro_enajenacion_if","696","-1","debit-credit","0"
"map_0345_697","pyg_deterioro_enajenacion_if","697","-1","debit-credit","0"
"map_0345_698","pyg_deterioro_enajenacion_if","698","-1","debit-credit","0"
"map_0345_699","pyg_deterioro_enajenacion_if","699","-1","debit-credit","0"
"map_0345_766","pyg_deterioro_enajenacion_if","766","1","credit-debit","0"
"map_0345_767","pyg_deterioro_enajenacion_if","767","1","credit-debit","0"
"map_0345_796","pyg_deterioro_enajenacion_if","796","1","credit-debit","0"
"map_0345_797","pyg_deterioro_enajenacion_if","797","1","credit-debit","0"
"map_0345_798","pyg_deterioro_enajenacion_if","798","1","credit-debit","0"
"map_0345_799","pyg_deterioro_enajenacion_if","799","1","credit-debit","0"
"map_0360_630","pyg_impuesto_beneficios","630","-1","debit-credit","0"
"map_0360_633","pyg_impuesto_beneficios","633","-1","debit-credit","0"
"map_0310_774","pyg_diferencia_negativa_combinaciones","774","1","credit-debit","0"
"map_0348_664","pyg_otros_ingresos_gastos_financieros","664","-1","debit-credit","0"
"map_0348_665","pyg_otros_ingresos_gastos_financieros","665","-1","debit-credit","0"
"map_0348_764","pyg_otros_ingresos_gastos_financieros","764","1","credit-debit","0"
"map_0348_765","pyg_otros_ingresos_gastos_financieros","765","1","credit-debit","0"
"map_ii_200","activo_ii_desarrollo","200","1","debit-credit","1"
"map_ii_200a","activo_ii_desarrollo","2800","-1","debit-credit","1"
"map_ii_201","activo_ii_concesiones","201","1","debit-credit","1"
"map_ii_201a","activo_ii_concesiones","2801","-1","debit-credit","1"
"map_ii_203","activo_ii_patentes","203","1","debit-credit","1"
"map_ii_203a","activo_ii_patentes","2803","-1","debit-credit","1"
"map_ii_204","activo_ii_fondo_comercio","204","1","debit-credit","1"
"map_ii_204a","activo_ii_fondo_comercio","2804","-1","debit-credit","1"
"map_ii_206","activo_ii_aplicaciones_informaticas","206","1","debit-credit","1"
"map_ii_206a","activo_ii_aplicaciones_informaticas","2806","-1","debit-credit","1"
"map_ii_200i","activo_ii_investigacion","200","1","debit-credit","1"
"map_ii_209","activo_ii_otro","209","1","debit-credit","1"
"map_ii_209a","activo_ii_otro","2809","-1","debit-credit","1"
"map_im_210","activo_im_terrenos","210","1","debit-credit","1"
"map_im_211","activo_im_terrenos","211","1","debit-credit","1"
"map_im_210a","activo_im_terrenos","2810","-1","debit-credit","1"
"map_im_211a","activo_im_terrenos","2811","-1","debit-credit","1"
"map_im_212","activo_im_instalaciones","212","1","debit-credit","1"
"map_im_213","activo_im_instalaciones","213","1","debit-credit","1"
"map_im_214","activo_im_instalaciones","214","1","debit-credit","1"
"map_im_215","activo_im_instalaciones","215","1","debit-credit","1"
"map_im_216","activo_im_instalaciones","216","1","debit-credit","1"
"map_im_217","activo_im_instalaciones","217","1","debit-credit","1"
"map_im_218","activo_im_instalaciones","218","1","debit-credit","1"
"map_im_219","activo_im_instalaciones","219","1","debit-credit","1"
"map_im_212a","activo_im_instalaciones","2812","-1","debit-credit","1"
"map_im_213a","activo_im_instalaciones","2813","-1","debit-credit","1"
"map_im_214a","activo_im_instalaciones","2814","-1","debit-credit","1"
"map_im_215a","activo_im_instalaciones","2815","-1","debit-credit","1"
"map_im_216a","activo_im_instalaciones","2816","-1","debit-credit","1"
"map_im_217a","activo_im_instalaciones","2817","-1","debit-credit","1"
"map_im_218a","activo_im_instalaciones","2818","-1","debit-credit","1"
"map_im_219a","activo_im_instalaciones","2819","-1","debit-credit","1"
"map_im_23","activo_im_inmovilizado_curso","23","1","debit-credit","1"
"map_inv_220","activo_inv_inm_terrenos","220","1","debit-credit","1"
"map_inv_220a","activo_inv_inm_terrenos","2820","-1","debit-credit","1"
"map_inv_221","activo_inv_inm_construcciones","221","1","debit-credit","1"
"map_inv_221a","activo_inv_inm_construcciones","2821","-1","debit-credit","1"
"map_exist_300","activo_exist_comerciales","300","1","debit-credit","1"
"map_exist_310","activo_exist_materias_primas","310","1","debit-credit","1"
"map_exist_311","activo_exist_materias_primas","311","1","debit-credit","1"
"map_exist_312","activo_exist_materias_primas","312","1","debit-credit","1"
"map_exist_32","activo_exist_productos_curso","32","1","debit-credit","1"
"map_exist_33","activo_exist_productos_curso","33","1","debit-credit","1"
"map_exist_34","activo_exist_productos_terminados","34","1","debit-credit","1"
"map_exist_35","activo_exist_productos_terminados","35","1","debit-credit","1"
"map_exist_36","activo_exist_subproductos","36","1","debit-credit","1"
"map_exist_407","activo_exist_anticipos","407","1","debit-credit","1"
"map_dc_430","activo_dc_clientes_ventas","430","1","debit-credit","1"
"map_dc_431","activo_dc_clientes_ventas","431","1","debit-credit","1"
"map_dc_432","activo_dc_clientes_ventas","432","1","debit-credit","1"
"map_dc_435","activo_dc_clientes_ventas","435","1","debit-credit","1"
"map_dc_436","activo_dc_clientes_ventas","436","1","debit-credit","1"
"map_dc_490c","activo_dc_clientes_ventas","490","-1","debit-credit","1"
"map_dc_433g","activo_dc_clientes_grupo","433","1","debit-credit","1"
"map_dc_434g","activo_dc_clientes_grupo","434","1","debit-credit","1"
"map_dc_440","activo_dc_deudores_varios","440","1","debit-credit","1"
"map_dc_441","activo_dc_deudores_varios","441","1","debit-credit","1"
"map_dc_449","activo_dc_deudores_varios","449","1","debit-credit","1"
"map_dc_460","activo_dc_personal","460","1","debit-credit","1"
"map_dc_471","activo_dc_activos_impuesto_corriente","471","1","debit-credit","1"
"map_dc_470","activo_dc_otros_creditos_aapp","470","1","debit-credit","1"
"map_dc_472","activo_dc_otros_creditos_aapp","472","1","debit-credit","1"
"map_dc_473","activo_dc_otros_creditos_aapp","473","1","debit-credit","1"
"map_res_112","pn_reservas_legal","112","1","credit-debit","1"
"map_res_113","pn_reservas_estatutarias","113","1","credit-debit","1"
"map_res_114","pn_reservas_voluntarias","114","1","credit-debit","1"
"map_res_115","pn_reservas_otras","115","1","credit-debit","1"
"map_res_119","pn_reservas_otras","119","1","credit-debit","1"
"map_prov_140","pasivo_prov_lp_obligaciones_prestaciones","140","1","credit-debit","1"
"map_prov_141","pasivo_prov_lp_actuaciones_medioambientales","141","1","credit-debit","1"
"map_prov_142","pasivo_prov_lp_reestructuraciones","142","1","credit-debit","1"
"map_prov_143","pasivo_prov_lp_otras","143","1","credit-debit","1"
"map_prov_145","pasivo_prov_lp_otras","145","1","credit-debit","1"
"map_prov_149","pasivo_prov_lp_otras","149","1","credit-debit","1"
"map_dlp_170","pasivo_deudas_lp_obligaciones","170","1","credit-debit","1"
"map_dlp_171","pasivo_deudas_lp_obligaciones","171","1","credit-debit","1"
"map_dlp_172","pasivo_deudas_lp_entidades_credito","172","1","credit-debit","1"
